interview_id,source_id,candidate_name,role_norm,role_display,role_family,decision,reason_category,is_requirement_leak,resume_word_count,transcript_word_count
277,U_168,Adam,data engineer,Data Engineer,Data & AI,select,Experience & Domain Fit,false,365,991
278,U_169,Mia,ui designer,UI Designer,Design,reject,Technical Skills,false,352,654
279,U_17,Ella,data engineer,Data Engineer,Data & AI,select,Experience & Domain Fit,false,405,1076
280,U_170,Priya,software engineer,Software Engineer,Software Engineering,reject,Technical Skills,false,359,477
281,U_171,Lucas,software engineer,Software Engineer,Software Engineering,select,Experience & Domain Fit,false,250,757
282,U_172,Lucas,ui designer,UI Designer,Design,reject,Technical Skills,false,311,648
283,U_173,Adam,data engineer,Data Engineer,Data & AI,select,Experience & Domain Fit,false,352,942
284,U_174,Zara,data scientist,Data Scientist,Data & AI,select,Experience & Domain Fit,false,421,758
285,U_175,Lily,data analyst,Data Analyst,Data & AI,select,Experience & Domain Fit,false,378,862
286,U_176,Charlie,product manager,Product Manager,Product & Business,reject,Technical Skills,false,393,339
287,U_177,Emily,software engineer,Software Engineer,Software Engineering,select,Experience & Domain Fit,false,336,915
288,U_178,Lily,ui designer,UI Designer,Design,select,Experience & Domain Fit,false,297,750
289,U_179,Lily,ui designer,UI Designer,Design,select,Experience & Domain Fit,false,391,800
290,U_18,Aiden,software engineer,Software Engineer,Software Engineering,reject,Technical Skills,false,378,560
291,U_180,Ella,data engineer,Data Engineer,Data & AI,reject,Experience & Domain Fit,false,389,451
292,U_181,Mia,ui designer,UI Designer,Design,select,Experience & Domain Fit,false,340,770
293,U_182,Lily,software engineer,Software Engineer,Software Engineering,reject,Technical Skills,false,261,387
294,U_183,Lily,product manager,Product Manager,Product & Business,select,Experience & Domain Fit,false,365,821
295,U_184,Emily,data analyst,Data Analyst,Data & AI,select,Experience & Domain Fit,false,289,709
296,U_185,Lucas,data analyst,Data Analyst,Data & AI,reject,Technical Skills,false,423,376
297,U_186,Lucas,data engineer,Data Engineer,Data & AI,reject,Experience & Domain Fit,false,411,411
298,U_187,Lily,ui designer,UI Designer,Design,reject,Technical Skills,false,374,449
299,U_188,Benjamin,data scientist,Data Scientist,Data & AI,select,Technical Skills,false,388,880
300,U_189,Ethan,software engineer,Software Engineer,Software Engineering,select,Experience & Domain Fit,false,363,708
301,U_19,Sophia,ui designer,UI Designer,Design,reject,Experience & Domain Fit,false,341,356
302,U_190,Zara,data scientist,Data Scientist,Data & AI,select,Experience & Domain Fit,false,332,928
303,U_191,Charlie,data scientist,Data Scientist,Data & AI,reject,Experience & Domain Fit,false,355,526
304,U_192,Ethan,data engineer,Data Engineer,Data & AI,select,Experience & Domain Fit,false,356,709
305,U_193,Lily,data analyst,Data Analyst,Data & AI,select,Experience & Domain Fit,false,342,658
306,U_194,Mason,data scientist,Data Scientist,Data & AI,reject,Technical Skills,false,390,421
307,U_195,Mason,ui designer,UI Designer,Design,reject,Technical Skills,false,364,463
308,U_196,Charlie,ui designer,UI Designer,Design,reject,Technical Skills,false,291,516
309,U_197,Noah,software engineer,Software Engineer,Software Engineering,select,Experience & Domain Fit,false,316,795
310,U_198,Olivia,ui designer,UI Designer,Design,reject,Experience & Domain Fit,false,310,518
311,U_199,Ava,product manager,Product Manager,Product & Business,reject,Experience & Domain Fit,false,274,476
312,U_2,Sophia,software engineer,Software Engineer,Software Engineering,select,Experience & Domain Fit,false,284,756
313,U_20,Priya,ui designer,UI Designer,Design,select,Experience & Domain Fit,false,278,835
314,U_200,Noah,data engineer,Data Engineer,Data & AI,reject,Technical Skills,false,374,963
315,U_201,Aiden,data scientist,Data Scientist,Data & AI,reject,Experience & Domain Fit,false,370,503
316,U_21,Ethan,data scientist,Data Scientist,Data & AI,reject,Technical Skills,false,332,479
317,U_22,Zara,ui designer,UI Designer,Design,select,Experience & Domain Fit,false,303,866
318,U_23,Jack,ui designer,UI Designer,Design,select,Experience & Domain Fit,false,337,612
319,U_24,Aiden,ui designer,UI Designer,Design,reject,Technical Skills,false,336,386
320,U_25,Mason,data analyst,Data Analyst,Data & AI,reject,Technical Skills,false,420,619
321,U_26,Noah,data engineer,Data Engineer,Data & AI,reject,Technical Skills,false,423,462
322,U_27,Ethan,ui designer,UI Designer,Design,reject,Technical Skills,false,337,467
323,U_28,Emily,product manager,Product Manager,Product & Business,reject,Technical Skills,false,360,481
324,U_29,Ella,data engineer,Data Engineer,Data & AI,reject,Technical Skills,false,344,552
325,U_3,Zara,product manager,Product Manager,Product & Business,select,Leadership & Communication,false,317,631
326,U_30,Benjamin,data scientist,Data Scientist,Data & AI,reject,Technical Skills,false,379,635
327,U_31,Emily,product manager,Product Manager,Product & Business,reject,Technical Skills,false,362,417
328,U_32,James,product manager,Product Manager,Product & Business,select,Experience & Domain Fit,false,323,794
329,U_33,Olivia,data scientist,Data Scientist,Data & AI,select,Technical Skills,false,463,856
330,U_34,Ella,data scientist,Data Scientist,Data & AI,reject,Technical Skills,false,342,600
331,U_35,Emily,software engineer,Software Engineer,Software Engineering,select,Experience & Domain Fit,false,328,656
332,U_36,Aiden,product manager,Product Manager,Product & Business,reject,Technical Skills,false,360,433
333,U_37,Charlie,software engineer,Software Engineer,Software Engineering,select,Experience & Domain Fit,false,357,638
334,U_38,Amelia,data analyst,Data Analyst,Data & AI,reject,Experience & Domain Fit,false,328,394
335,U_39,Mia,product manager,Product Manager,Product & Business,select,Leadership & Communication,false,335,1046
336,U_4,Emily,data engineer,Data Engineer,Data & AI,select,Experience & Domain Fit,false,395,747
337,U_40,Sophia,data scientist,Data Scientist,Data & AI,reject,Technical Skills,false,435,558
338,U_41,Charlie,data analyst,Data Analyst,Data & AI,reject,Experience & Domain Fit,false,327,499
339,U_42,Zara,data engineer,Data Engineer,Data & AI,reject,Technical Skills,false,392,548
340,U_44,Benjamin,data engineer,Data Engineer,Data & AI,reject,Experience & Domain Fit,false,361,466
341,U_45,Adam,ui designer,UI Designer,Design,select,Experience & Domain Fit,false,318,945
342,U_46,Ethan,product manager,Product Manager,Product & Business,reject,Leadership & Communication,false,343,607
343,U_47,Jack,data scientist,Data Scientist,Data & AI,select,Technical Skills,false,318,680
344,U_48,Adam,data engineer,Data Engineer,Data & AI,reject,Experience & Domain Fit,false,449,572
345,U_49,Emily,data scientist,Data Scientist,Data & AI,select,Experience & Domain Fit,false,337,741
346,U_5,Mason,data scientist,Data Scientist,Data & AI,select,Experience & Domain Fit,false,405,675
347,U_50,Ava,software engineer,Software Engineer,Software Engineering,reject,Technical Skills,false,320,686
348,U_51,Charlie,ui designer,UI Designer,Design,select,Experience & Domain Fit,false,301,559
349,U_52,Jack,data analyst,Data Analyst,Data & AI,reject,Technical Skills,false,351,604
350,U_53,Priya,data engineer,Data Engineer,Data & AI,select,Experience & Domain Fit,false,408,735
351,U_54,Lucas,product manager,Product Manager,Product & Business,select,Experience & Domain Fit,false,314,971
352,U_55,Noah,software engineer,Software Engineer,Software Engineering,reject,Technical Skills,false,319,542
353,U_56,Mia,software engineer,Software Engineer,Software Engineering,select,Experience & Domain Fit,false,233,865
354,U_57,Priya,product manager,Product Manager,Product & Business,select,Leadership & Communication,false,334,762
355,U_58,Zara,data analyst,Data Analyst,Data & AI,reject,Technical Skills,false,317,451
356,U_59,Lucas,ui designer,UI Designer,Design,reject,Experience & Domain Fit,false,376,571
357,U_6,Jack,data analyst,Data Analyst,Data & AI,reject,Technical Skills,false,290,405
358,U_60,Adam,data analyst,Data Analyst,Data & AI,reject,Experience & Domain Fit,false,338,447
359,U_61,Lily,data engineer,Data Engineer,Data & AI,reject,Technical Skills,false,304,514
360,U_62,Charlie,data scientist,Data Scientist,Data & AI,reject,Experience & Domain Fit,false,359,505
361,U_63,Sophia,product manager,Product Manager,Product & Business,reject,Experience & Domain Fit,false,303,316
362,U_64,Lucas,product manager,Product Manager,Product & Business,select,Experience & Domain Fit,false,329,873
363,U_65,Lucas,product manager,Product Manager,Product & Business,reject,Leadership & Communication,false,342,408
364,U_66,Lily,data engineer,Data Engineer,Data & AI,reject,Experience & Domain Fit,false,348,464
365,U_67,Ava,software engineer,Software Engineer,Software Engineering,select,Experience & Domain Fit,false,294,570
366,U_68,Ethan,data scientist,Data Scientist,Data & AI,select,Experience & Domain Fit,false,420,763
367,U_69,James,data engineer,Data Engineer,Data & AI,select,Experience & Domain Fit,false,443,732
368,U_7,Lucas,ui designer,UI Designer,Design,reject,Experience & Domain Fit,false,318,490
369,U_70,Sophia,data analyst,Data Analyst,Data & AI,select,Experience & Domain Fit,false,402,766
370,U_71,Zara,software engineer,Software Engineer,Software Engineering,select,Experience & Domain Fit,false,290,616
371,U_72,Jack,data analyst,Data Analyst,Data & AI,reject,Technical Skills,false,465,332
372,U_73,Ella,data engineer,Data Engineer,Data & AI,select,Experience & Domain Fit,false,377,573
373,U_74,Benjamin,data analyst,Data Analyst,Data & AI,select,Experience & Domain Fit,false,302,742
374,U_75,Mason,product manager,Product Manager,Product & Business,reject,Leadership & Communication,false,319,456
375,U_76,Ethan,product manager,Product Manager,Product & Business,reject,Leadership & Communication,false,317,501
376,U_77,Aiden,ui designer,UI Designer,Design,reject,Experience & Domain Fit,false,334,470
377,U_78,Lily,ui designer,UI Designer,Design,select,Experience & Domain Fit,false,322,788
378,U_79,Charlie,data engineer,Data Engineer,Data & AI,select,Experience & Domain Fit,false,354,891
379,U_8,Ella,product manager,Product Manager,Product & Business,reject,Technical Skills,false,290,557
380,U_80,Ella,data engineer,Data Engineer,Data & AI,reject,Experience & Domain Fit,false,410,426
381,U_81,Ava,ui designer,UI Designer,Design,select,Experience & Domain Fit,false,304,700
382,U_82,Zara,ui designer,UI Designer,Design,reject,Technical Skills,false,284,387
383,U_83,Adam,data analyst,Data Analyst,Data & AI,select,Experience & Domain Fit,false,321,853
384,U_84,Lucas,software engineer,Software Engineer,Software Engineering,select,Experience & Domain Fit,false,352,863
385,U_85,Zara,data scientist,Data Scientist,Data & AI,reject,Technical Skills,false,366,577
386,U_86,Benjamin,ui designer,UI Designer,Design,reject,Experience & Domain Fit,false,367,530
387,U_87,Zara,software engineer,Software Engineer,Software Engineering,select,Experience & Domain Fit,false,328,768
388,U_88,Mia,product manager,Product Manager,Product & Business,select,Experience & Domain Fit,false,314,669
389,U_89,Emily,software engineer,Software Engineer,Software Engineering,select,Experience & Domain Fit,false,312,685
390,U_9,Sophia,data analyst,Data Analyst,Data & AI,select,Experience & Domain Fit,false,359,856
391,U_90,Ava,ui designer,UI Designer,Design,select,Experience & Domain Fit,false,370,708
392,U_91,Aiden,software engineer,Software Engineer,Software Engineering,reject,Technical Skills,false,380,537
393,U_92,Aiden,data scientist,Data Scientist,Data & AI,reject,Technical Skills,false,369,544
394,U_93,Ella,ui designer,UI Designer,Design,select,Experience & Domain Fit,false,308,741
395,U_94,Lily,data analyst,Data Analyst,Data & AI,reject,Experience & Domain Fit,false,344,555
396,U_95,Amelia,data analyst,Data Analyst,Data & AI,reject,Technical Skills,false,315,718
397,U_96,Adam,data engineer,Data Engineer,Data & AI,select,Experience & Domain Fit,false,417,844
398,U_97,Adam,product manager,Product Manager,Product & Business,reject,Leadership & Communication,false,391,681
399,U_98,Lucas,data engineer,Data Engineer,Data & AI,reject,Technical Skills,false,340,523
400,U_99,Ella,data analyst,Data Analyst,Data & AI,reject,Experience & Domain Fit,false,354,425
401,VAMSKR001,Arvind,digital marketing specialist,Digital Marketing Specialist,Non-Technical,reject,Experience & Domain Fit,false,309,583
402,VAMSKR002,Nandini,cybersecurity specialist,Cybersecurity Specialist,Security,select,Technical Skills,false,348,736
403,VAMSKR003,Ravi,hr specialist,HR Specialist,Non-Technical,reject,Problem Solving,false,269,641
404,VAMSKR004,Navya,network engineer,Network Engineer,Infrastructure & Cloud,reject,Technical Skills,false,177,727
405,VAMSKR005,Meghana,graphic designer,Graphic Designer,Design,select,Problem Solving,false,320,693
406,VAMSKR006,Kiran,game developer,Game Developer,Software Engineering,select,Culture & Adaptability,false,26,196
407,VAMSKR007,Yash,graphic designer,Graphic Designer,Design,reject,Technical Skills,false,296,430
408,VAMSKR008,Ravi,mobile app developer,Mobile App Developer,Software Engineering,select,Technical Skills,false,234,597
409,VAMSKR009,Mallesh,cloud architect,Cloud Architect,Infrastructure & Cloud,select,Leadership & Communication,false,290,750
